selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
130000,0.4215467187573947,4,1,1,0,0.263858698802463
200000,0.14386251346175402,4,1,1,0,-0.48727190362790623
120000,0.14386251346175402,1,1,1,0,0.5142355662792527
75000,-0.21712695342257884,4,1,1,0,2.5172505060935704
250000,1.5322835399399573,1,1,1,0,-0.737648771104696
100000,-0.9668743077208086,4,1,1,0,2.016496771139991
280000,-1.709957241091943,4,1,1,2,0.013481831325673245
540000,-1.6610848209599103,4,1,1,0,-0.48727190362790623
700000,-1.52224271831209,4,1,1,0,-1.2384025060582755
525000,0.976915129348676,1,1,1,0,-0.48727190362790623
430000,0.4215467187573947,1,1,1,0,-0.737648771104696
65000,0.14386251346175402,4,1,1,0,2.7676273735703605
800000,-0.8280322050729882,1,1,1,0,-1.2384025060582755
75000,1.3656730167625728,4,1,1,2,1.5157430361864117
210000,-0.30676341489201164,4,1,1,0,1.2653661687096218
195000,2.0876519505312388,1,1,1,2,0.263858698802463
400000,1.5322835399399573,1,1,1,0,-0.48727190362790623
170000,-0.13382169183388665,4,1,1,0,0.263858698802463
225000,-1.105716410368629,4,1,1,0,-0.737648771104696
210000,0.6992309240530353,3,1,1,0,-0.23689503615111648
240000,1.5322835399399573,4,1,1,0,-1.7391562410118548
99000,0.976915129348676,4,1,1,4,0.5142355662792527
620000,-0.8002637845434243,4,1,1,0,-0.23689503615111648
500000,-0.9668743077208086,1,1,1,0,0.013481831325673245
260000,0.14386251346175402,4,1,1,2,0.013481831325673245
550000,-0.13382169183388665,4,1,1,0,-0.9880256385814857
150000,2.518062468739482,1,1,1,0,0.5142355662792527
350000,-0.4115058971295273,4,1,0,2,0.5142355662792527
320000,-0.689190102425168,4,1,1,0,-0.737648771104696
400000,0.976915129348676,1,1,1,4,-0.48727190362790623
175000,0.4215467187573947,4,1,1,4,0.263858698802463
120000,0.6992309240530353,4,1,1,2,0.5142355662792527
320000,0.6992309240530353,1,1,1,2,0.013481831325673245
70000,1.2545993346443167,4,1,1,4,1.7661199036632014
810000,-1.3834006156642695,4,1,1,0,-1.4887793735350652
95000,0.976915129348676,4,1,1,2,1.5157430361864117
282000,-0.689190102425168,0,1,1,0,-1.7391562410118548
80000,-0.13382169183388665,4,1,1,2,2.2668736386167807
72000,-1.105716410368629,4,1,1,0,0.013481831325673245
600000,-1.105716410368629,4,1,1,0,-0.737648771104696
640000,-1.1612532514277571,4,1,1,0,-0.48727190362790623
380000,-1.1847175667752388,4,1,1,0,-1.2384025060582755
650000,0.14386251346175402,4,1,1,0,-1.2384025060582755
150000,-0.13382169183388665,4,1,1,2,1.0149893012328322
280000,1.2545993346443167,4,1,1,2,1.0149893012328322
430000,-0.9668743077208086,4,1,1,0,-1.2384025060582755
800000,-1.3834006156642695,1,1,1,0,-1.4887793735350652
75000,0.976915129348676,1,1,1,2,2.5172505060935704
650000,0.14386251346175402,1,1,0,0,-0.737648771104696
390000,-1.133484830898193,4,1,1,0,-0.9880256385814857
100000,1.5322835399399573,4,1,1,2,2.016496771139991
175000,0.3765618774995009,4,1,1,0,1.5157430361864117
434999,1.2545993346443167,1,1,1,2,0.263858698802463
170000,0.6992309240530353,1,1,1,4,0.7646124337560425
190000,0.6992309240530353,1,1,1,4,0.5142355662792527
250000,2.3653361558268795,1,1,1,4,1.0149893012328322
140000,0.14386251346175402,4,1,1,4,1.7661199036632014
600000,0.4315988869890969,1,1,1,0,-0.9880256385814857
280000,1.2545993346443167,4,1,1,4,0.263858698802463
150000,-0.13382169183388665,1,1,1,0,0.263858698802463
650000,-0.4115058971295273,1,1,0,0,-0.48727190362790623
210000,-0.689190102425168,4,1,1,2,-0.23689503615111648
425000,-1.2445585130164494,1,0,1,0,0.013481831325673245
265000,-0.27266379448170697,4,0,1,0,-0.23689503615111648
890000,-1.768381997886146,4,0,1,0,-1.2384025060582755
365000,-0.27266379448170697,4,0,1,0,0.013481831325673245
350000,-0.6058848408364758,4,0,1,0,-0.23689503615111648
685000,-0.13382169183388665,1,1,1,0,-0.737648771104696
940000,-1.7263406092043858,1,0,1,0,-1.2384025060582755
1000000,-0.689190102425168,1,1,1,0,-0.9880256385814857
1150000,-1.3834006156642695,4,0,1,0,-1.4887793735350652
450000,1.4201546578415776,1,1,1,2,-0.737648771104696
590000,0.005020410813933681,1,0,1,0,-0.48727190362790623
800000,-0.689190102425168,1,1,1,0,-0.9880256385814857
385000,-0.18935853289301477,1,0,1,0,0.263858698802463
235000,-0.30043221501127104,4,0,1,0,0.263858698802463
640000,-0.24489537395214292,1,0,1,0,-0.9880256385814857
52000,1.5322835399399573,4,1,1,4,1.7661199036632014
80000,0.6992309240530353,3,1,1,2,1.0149893012328322
140000,0.14386251346175402,4,1,1,2,0.263858698802463
120000,0.6992309240530353,4,1,1,2,1.2653661687096218
180000,1.5322835399399573,1,1,1,0,0.263858698802463
700000,-1.52224271831209,4,1,1,0,-0.9880256385814857
285000,0.4215467187573947,1,1,1,2,0.263858698802463
390000,0.6992309240530353,4,1,1,0,-0.48727190362790623
125000,0.4215467187573947,4,1,1,0,1.2653661687096218
225000,-0.13382169183388665,4,1,1,2,1.2653661687096218
175000,2.0598835300016747,4,1,1,2,0.5142355662792527
1075000,2.6430203611225203,1,1,1,2,0.5142355662792527
300000,2.3653361558268795,1,1,1,0,-0.23689503615111648
700000,2.7263256227112125,1,1,1,1,0.7646124337560425
90000,1.5322835399399573,1,0,1,0,1.0149893012328322
120000,1.5322835399399573,1,1,1,2,0.5142355662792527
220000,0.976915129348676,1,1,1,2,0.263858698802463
300000,2.0876519505312388,1,0,1,0,-0.48727190362790623
180000,0.6159256624643431,1,0,1,2,0.7646124337560425
170000,0.14386251346175402,4,1,1,0,0.013481831325673245
300000,-0.4115058971295273,4,1,1,2,-0.48727190362790623
1050000,0.14386251346175402,1,1,1,0,-0.23689503615111648
465000,-1.105716410368629,1,1,1,0,-1.2384025060582755
130000,0.4215467187573947,1,1,1,2,0.5142355662792527
434999,-1.52224271831209,4,1,1,0,-1.2384025060582755
500000,-0.9113374666616805,4,1,1,0,-1.2384025060582755
200000,-1.52224271831209,4,1,1,0,-1.2384025060582755
625000,-0.3559690560703992,4,0,1,0,-0.9880256385814857
110000,1.5322835399399573,1,1,1,4,1.7661199036632014
800000,-1.4878098768554304,4,1,1,0,-1.4887793735350652
490000,0.03278883134349775,1,0,1,0,-0.9880256385814857
880000,-0.022748009715630384,1,0,1,0,-0.9880256385814857
290000,-0.43927431765909136,4,1,1,0,0.013481831325673245
115999,0.976915129348676,1,1,1,2,1.7661199036632014
360000,-1.0640637795742829,4,1,1,0,-1.2384025060582755
65000,0.976915129348676,4,1,1,2,2.7676273735703605
685000,0.19939935452088214,1,0,1,0,-0.9880256385814857
300000,-0.4115058971295273,4,1,1,0,1.0149893012328322
680000,-0.5781164203069117,1,0,1,0,-0.9880256385814857
1000000,-0.13382169183388665,1,1,1,2,-0.9880256385814857
100000,1.5322835399399573,1,1,1,0,2.7676273735703605
160000,1.809967745235598,1,1,1,0,0.7646124337560425
450000,0.14386251346175402,1,1,1,0,-0.9880256385814857
600000,-1.2445585130164494,4,1,1,0,-0.23689503615111648
180000,-0.13382169183388665,1,1,1,2,1.0149893012328322
120000,0.6992309240530353,4,1,1,2,0.7646124337560425
130000,0.4215467187573947,4,1,1,4,1.7661199036632014
160000,2.5041782584747,4,1,1,0,0.5142355662792527
860000,-0.8280322050729882,1,1,1,0,-1.4887793735350652
650000,-1.2445585130164494,4,1,1,2,-1.2384025060582755
100000,0.4215467187573947,4,1,1,2,0.7646124337560425
282000,-1.2445585130164494,4,1,1,0,-0.9880256385814857
300000,-0.4115058971295273,4,1,1,0,1.0149893012328322
270000,1.2545993346443167,4,1,1,2,0.7646124337560425
550000,-0.9946427282503727,1,1,1,0,0.013481831325673245
450000,1.5322835399399573,1,1,1,0,0.013481831325673245
430000,0.14386251346175402,1,1,1,2,0.5142355662792527
350000,-0.689190102425168,4,1,1,0,0.013481831325673245
350000,-1.2445585130164494,4,1,1,0,-0.9880256385814857
229999,-0.4115058971295273,4,1,1,2,0.013481831325673245
110000,-0.4115058971295273,4,1,1,0,0.013481831325673245
395000,-0.43927431765909136,4,1,1,2,0.263858698802463
650000,0.14386251346175402,1,1,0,2,0.5142355662792527
350000,0.6992309240530353,1,1,1,2,0.5142355662792527
360000,-1.6888532414894744,4,1,1,0,-1.2384025060582755
800000,-1.3834006156642695,1,1,1,0,-0.48727190362790623
229999,-0.9668743077208086,4,1,1,0,-1.2384025060582755
315000,-0.6614216818956039,4,0,1,0,-0.23689503615111648
125000,-1.0224111487799368,4,1,1,0,0.263858698802463
700000,-1.3556321951347055,4,1,1,0,-1.4887793735350652
160000,0.14386251346175402,4,1,1,0,-0.48727190362790623
530000,-1.4991393924314926,4,0,1,0,-0.9880256385814857
624000,-1.3922587418132006,1,0,1,0,-1.2384025060582755
250000,-0.4115058971295273,4,1,1,0,1.0149893012328322
585000,-0.38373747659996327,1,0,1,0,-0.737648771104696
500000,-1.105716410368629,4,1,1,0,-0.48727190362790623
350000,-0.9668743077208086,4,1,1,0,-0.23689503615111648
495000,0.4215467187573947,1,0,1,0,-0.23689503615111648
500000,-0.4115058971295273,4,1,1,0,-0.9880256385814857
345000,-0.5781164203069117,4,0,1,0,0.013481831325673245
500000,-1.52224271831209,4,1,1,0,-0.48727190362790623
425000,-1.2556658812282748,4,1,1,0,-1.4887793735350652
80000,-0.689190102425168,4,1,1,2,2.016496771139991
106000,-0.4115058971295273,1,1,1,0,0.5142355662792527
180000,-0.5023086322612018,4,1,1,0,1.0149893012328322
250000,-0.689190102425168,4,1,1,2,-0.48727190362790623
350000,0.4215467187573947,1,1,1,0,0.5142355662792527
60000,0.4215467187573947,4,1,1,2,2.7676273735703605
900000,-1.133484830898193,1,1,1,0,-1.2384025060582755
700000,-1.2120694609968594,1,0,1,0,-0.9880256385814857
1000000,-0.689190102425168,1,1,1,0,-0.9880256385814857
160000,1.5322835399399573,1,1,1,4,1.5157430361864117
525000,2.0876519505312388,4,1,0,0,0.263858698802463
800000,-0.9668743077208086,1,1,1,0,-1.4887793735350652
700000,0.6613270300301803,1,0,1,0,-0.9880256385814857
800000,-1.105716410368629,1,1,1,0,-1.2384025060582755
575000,-1.2445585130164494,4,1,1,2,-0.9880256385814857
350000,1.2545993346443167,1,1,1,2,0.263858698802463
250000,1.5322835399399573,1,1,1,4,1.2653661687096218
600000,2.3562836507342415,1,0,1,2,0.5142355662792527
370000,0.976915129348676,1,1,1,4,1.5157430361864117
80000,1.5322835399399573,4,1,1,4,1.7661199036632014
50000,1.5322835399399573,1,1,1,2,2.5172505060935704
900000,-1.105716410368629,1,1,1,0,-1.2384025060582755
300000,-0.8280322050729882,4,1,1,2,-0.23689503615111648
125000,-0.689190102425168,4,1,1,0,2.7676273735703605
490000,-0.13382169183388665,1,1,1,2,-0.48727190362790623
300000,-0.4115058971295273,1,1,1,2,0.263858698802463
55000,-1.105716410368629,4,1,1,1,0.013481831325673245
350000,-1.105716410368629,4,1,1,0,-0.737648771104696
755000,-1.577779559371218,1,1,1,0,-1.4887793735350652
720000,-0.13382169183388665,1,1,1,0,-0.9880256385814857
1100000,-1.2445585130164494,1,1,1,0,-1.2384025060582755
400000,0.976915129348676,4,1,1,0,0.013481831325673245
350000,0.14386251346175402,1,1,1,2,-0.48727190362790623
159000,0.08832567240262588,1,0,1,0,0.263858698802463
550000,-0.7447269434842961,4,0,1,0,-0.9880256385814857
335000,0.4215467187573947,1,0,1,0,0.013481831325673245
185000,0.19939935452088214,0,0,1,0,-0.23689503615111648
229999,0.2827046161095743,0,0,1,0,0.263858698802463
225000,-0.6058848408364758,4,0,1,0,-0.23689503615111648
250000,1.5322835399399573,4,1,1,2,1.5157430361864117
400000,0.976915129348676,1,1,1,0,-0.48727190362790623
470000,2.7263256227112125,1,1,1,0,-0.23689503615111648
300000,-1.105716410368629,4,1,0,0,-1.2384025060582755
145000,-1.105716410368629,4,1,1,0,0.5142355662792527
100000,0.6992309240530353,4,1,1,2,1.5157430361864117
500000,0.14386251346175402,1,1,1,2,-0.23689503615111648
130000,0.9213782882895478,0,1,1,2,0.7646124337560425
240000,0.4750009282768055,1,1,1,0,0.7646124337560425
150000,0.4215467187573947,1,1,1,2,0.013481831325673245
270000,-0.689190102425168,4,1,1,0,-0.9880256385814857
400000,0.6992309240530353,1,1,1,0,-0.23689503615111648
200000,-0.5225795792477835,4,1,1,0,0.263858698802463
550000,0.4215467187573947,1,1,1,0,0.263858698802463
325000,-0.8280322050729882,4,1,1,0,-1.2384025060582755
860000,0.4793050334588879,1,1,0,0,-0.9880256385814857
125000,0.14386251346175402,4,1,1,0,1.0149893012328322
300000,1.5322835399399573,1,1,1,4,0.7646124337560425
190000,-0.13382169183388665,4,1,1,4,1.5157430361864117
400000,1.2545993346443167,1,1,1,0,0.013481831325673245
260000,0.8936098677599837,1,1,1,2,0.5142355662792527
400000,-0.9668743077208086,4,1,1,0,-0.9880256385814857
250000,-0.689190102425168,4,1,1,0,0.7646124337560425
600000,-1.52224271831209,4,1,1,0,-1.4887793735350652
175000,-0.3546639403055097,4,1,1,0,0.7646124337560425
350000,-1.3834006156642695,4,1,0,2,-1.4887793735350652
800000,-0.4115058971295273,1,1,1,0,-1.2384025060582755
250000,0.14386251346175402,4,1,1,2,0.5142355662792527
600000,-1.52224271831209,4,1,1,0,-1.4887793735350652
600000,0.6992309240530353,1,1,1,0,-0.9880256385814857
130000,-0.689190102425168,4,1,1,0,-0.737648771104696
90000,-0.07803493498999244,4,1,1,2,1.7661199036632014
595000,-0.88079220407916,4,1,1,2,-0.9880256385814857
190000,-0.689190102425168,4,1,1,2,-0.23689503615111648
95000,0.4215467187573947,4,1,1,0,1.5157430361864117
1000000,0.14386251346175402,1,1,1,0,-0.737648771104696
400000,-0.4115058971295273,1,1,1,0,0.7646124337560425
315000,-0.5503479997773476,4,1,1,2,-0.48727190362790623
1000000,1.2545993346443167,1,1,1,0,-0.23689503615111648
500000,-0.43927431765909136,1,1,1,0,-0.23689503615111648
500000,2.6430203611225203,1,1,1,0,-0.9880256385814857
105000,-0.13382169183388665,4,1,1,2,1.5157430361864117
400000,1.2545993346443167,1,1,1,4,1.2653661687096218
80000,-0.13382169183388665,4,1,1,4,2.2668736386167807
300000,-0.9668743077208086,4,1,1,0,-0.737648771104696
409999,-0.689190102425168,1,1,1,0,-0.9880256385814857
250000,0.14386251346175402,4,1,1,0,1.0149893012328322
250000,1.5322835399399573,1,1,1,2,0.7646124337560425
215000,0.4215467187573947,1,1,1,4,0.263858698802463
475000,-1.2445585130164494,4,1,1,0,-1.2384025060582755
475000,-1.1890216719573212,4,1,1,0,-1.2384025060582755
75000,-0.8280322050729882,4,1,1,2,1.2653661687096218
200000,1.5322835399399573,1,1,1,2,0.013481831325673245
575000,-1.577779559371218,4,1,1,0,-1.4887793735350652
150000,-0.689190102425168,1,1,1,2,0.5142355662792527
850000,-1.52224271831209,1,1,1,0,-1.2384025060582755
350000,-0.9668743077208086,4,1,1,0,-1.4887793735350652
550000,-0.30043221501127104,1,1,1,2,0.5142355662792527
330000,0.43756909740295313,4,1,1,0,-0.9880256385814857
1044999,-1.105716410368629,1,1,1,0,-0.9880256385814857
300000,1.7405466939116878,1,1,1,2,0.5142355662792527
235000,-0.6641152186869717,4,0,1,0,-0.48727190362790623
120000,-0.13382169183388665,4,1,1,4,0.5142355662792527
130000,-0.5225795792477835,4,1,1,0,2.2668736386167807
275000,-1.1810243668448066,1,0,1,2,2.2668736386167807
500000,-0.9668743077208086,1,1,1,2,-0.48727190362790623
400000,-0.08689306113892338,4,0,1,0,-0.48727190362790623
600000,-0.009308094179321377,4,0,1,0,-0.48727190362790623
400000,0.3098065945464289,1,0,1,2,0.013481831325673245
220000,0.14386251346175402,1,1,1,2,0.5142355662792527
300000,0.5871020419546557,4,0,1,2,0.263858698802463
250000,1.5322835399399573,4,1,1,0,-1.2384025060582755
600000,1.5322835399399573,1,1,1,0,-0.48727190362790623
285000,0.2827046161095743,4,1,0,2,0.263858698802463
350000,-0.2161550587040441,4,0,1,0,1.0149893012328322
170000,0.14386251346175402,1,1,1,4,0.5142355662792527
229999,-0.5503479997773476,4,1,1,0,-0.48727190362790623
500000,0.2022872702559568,1,0,1,2,0.013481831325673245
75000,-1.3834006156642695,4,1,1,0,0.5142355662792527
600000,-0.9668743077208086,4,1,1,0,-0.737648771104696
220000,0.4215467187573947,1,1,1,0,0.5142355662792527
150000,2.7540940432407766,1,1,1,2,1.0149893012328322
65000,1.6555475586706923,4,1,1,2,1.7661199036632014
120000,0.33824145716870246,4,1,1,2,1.7661199036632014
240000,0.6992309240530353,1,1,1,0,-0.23689503615111648
390000,-0.9668743077208086,4,1,1,0,-0.9880256385814857
180000,-0.4115058971295273,4,1,1,0,0.263858698802463
320000,0.4215467187573947,1,1,1,2,0.263858698802463
310000,-1.6610848209599103,4,1,1,0,-1.2384025060582755
420000,-1.133484830898193,4,1,0,0,-1.2384025060582755
550000,-1.52224271831209,4,1,1,0,-1.4887793735350652
550000,0.36600987769826654,1,1,1,4,-0.737648771104696
760000,-0.4115058971295273,1,1,1,0,-1.2384025060582755
43000,0.976915129348676,4,1,1,2,3.01800424104715
250000,-1.2445585130164494,4,1,1,0,-1.2384025060582755
500000,-1.7652163979457756,4,1,1,0,-1.4887793735350652
380000,-1.3236429746846476,4,1,1,0,-0.48727190362790623
350000,0.33824145716870246,1,1,1,0,0.263858698802463
195000,0.6992309240530353,1,1,1,2,1.2653661687096218
225000,0.4215467187573947,4,1,1,2,0.5142355662792527
1125000,0.005020410813933681,1,1,1,0,-0.48727190362790623
133000,0.4215467187573947,1,1,1,0,0.5142355662792527
200000,-1.1333459887955453,4,1,1,0,0.013481831325673245
940000,-1.2445585130164494,1,1,1,0,-1.2384025060582755
400000,1.5322835399399573,1,1,1,0,-0.23689503615111648
120000,1.5322835399399573,4,1,1,2,1.0149893012328322
625000,0.4215467187573947,1,1,1,0,-0.48727190362790623
110000,0.4215467187573947,4,1,1,0,2.016496771139991
490000,0.976915129348676,1,1,1,0,0.263858698802463
140000,1.5322835399399573,4,1,1,2,1.0149893012328322
175000,2.3375677352973154,1,1,1,2,0.5142355662792527
90000,0.005020410813933681,4,1,1,2,2.016496771139991
275000,0.976915129348676,1,1,1,2,1.0149893012328322
300000,0.005020410813933681,1,1,1,2,0.5142355662792527
270000,-1.2723269335460134,4,1,1,2,-1.2384025060582755
130000,0.4215467187573947,4,1,1,2,0.7646124337560425
275000,-0.9668743077208086,4,1,1,0,-0.48727190362790623
352000,1.2268309141147526,1,1,1,0,0.263858698802463
180000,0.6992309240530353,3,1,1,0,0.263858698802463
150000,0.6992309240530353,4,1,1,0,0.263858698802463
300000,1.2545993346443167,1,1,1,2,0.7646124337560425
225000,1.5322835399399573,1,1,1,0,1.5157430361864117
600000,-0.5781164203069117,1,1,1,0,-0.23689503615111648
500000,0.4215467187573947,4,1,1,0,-0.48727190362790623
900000,-1.6610848209599103,4,1,1,0,-1.2384025060582755
600000,-0.10605327130432259,4,1,1,0,-0.737648771104696
450000,0.976915129348676,1,1,1,2,0.5142355662792527
270000,-1.0326021591142869,4,1,1,0,1.0149893012328322
310000,0.976915129348676,1,1,1,4,0.7646124337560425
250000,0.976915129348676,3,1,1,0,0.263858698802463
700000,-1.4504335828226373,4,0,1,0,-1.4887793735350652
650000,-0.7424221645803423,1,0,1,0,-1.2384025060582755
400000,-0.26355575254800995,1,0,1,0,0.263858698802463
425000,0.46686478106164325,1,0,1,0,0.263858698802463
600000,2.5097597110011423,1,0,1,0,-0.737648771104696
600000,0.7903946486515941,1,0,1,0,0.013481831325673245
450000,0.7038127134404134,1,0,1,0,0.263858698802463
750000,1.0186788338251402,1,0,1,0,-0.23689503615111648
325000,0.5886293050837816,1,0,1,2,0.7646124337560425
900000,0.5613884845442793,1,0,1,2,0.013481831325673245
180000,0.7293874287481419,4,0,1,2,1.7661199036632014
350000,2.650073539937029,1,0,1,2,0.013481831325673245
600000,1.6858706738889762,1,0,1,2,0.013481831325673245
900000,-0.13382169183388665,1,1,1,0,-1.4887793735350652
350000,0.976915129348676,1,1,1,0,1.7661199036632014
280000,0.6992309240530353,1,1,1,4,0.013481831325673245
225000,1.5322835399399573,1,1,1,2,1.0149893012328322
520000,0.4770835598165228,1,1,1,0,-0.23689503615111648
509999,-0.13382169183388665,1,1,1,0,-0.737648771104696
556000,-1.133484830898193,4,1,1,0,-1.4887793735350652
225000,1.5322835399399573,1,1,1,0,-0.23689503615111648
325000,0.005020410813933681,1,0,1,0,0.013481831325673245
365000,0.005020410813933681,1,0,1,0,0.013481831325673245
850000,0.5326204008756509,1,0,1,0,-0.48727190362790623
350000,0.2827046161095743,1,0,1,0,0.013481831325673245
225000,-0.4115058971295273,1,0,1,0,1.5157430361864117
135000,-0.4115058971295273,4,1,1,0,0.5142355662792527
140000,-0.43927431765909136,4,0,1,0,1.5157430361864117
275000,-1.4010335627005428,4,0,1,0,-0.48727190362790623
484999,0.005020410813933681,1,0,1,0,0.013481831325673245
565000,0.005020410813933681,1,0,1,0,-0.48727190362790623
425000,-0.10374849240036876,1,0,1,0,0.013481831325673245
925000,0.2827046161095743,1,1,1,0,0.013481831325673245
565000,0.19939935452088214,1,0,1,0,0.263858698802463
525000,0.005020410813933681,1,0,1,0,-0.23689503615111648
295000,-1.2167900924868853,4,0,1,2,-0.48727190362790623
1100000,-1.52224271831209,4,1,0,0,-0.9880256385814857
